"words","avg_points","total_points","quantity"
"lengthy",91.049,44887,493
"dynamic",91.049,13111,144
"fog",91.048,3824,42
"sagebrush",91.046,25675,282
"canvas",91.045,2003,22
"deftly",91.043,10561,116
"ability",91.041,11016,121
"joey",91.034,2640,29
"biodynamically",91.03,6099,67
"gingerbread",91.029,12744,140
"mike",91.023,4005,44
"charles",91.022,4096,45
"coolest",91.021,4369,48
"exotically",91.021,4278,47
"ahead",91.02,18204,200
"begin",91.017,15928,175
"spätlese",91.016,11559,127
"sings",91.011,8555,94
"chaparral",91.009,9920,109
"poise",91.0,19110,210
"90-92",91.0,7917,87
"glide",91.0,5096,56
"cloud",91.0,3458,38
"landmark",91.0,2912,32
"gained",91.0,2639,29
"laser-sharp",91.0,2548,28
"revels",91.0,2457,27
"mayacamas",91.0,2457,27
"tensley",91.0,2275,25
"bricco",91.0,2275,25
"82%",91.0,2275,25
"calibrated",91.0,2184,24
"she",91.0,2093,23
"invitation",91.0,2002,22
"plushly",91.0,1729,19
"superconcentrated",91.0,1638,18
"mineral-drenched",91.0,1638,18
"chablis-style",91.0,1638,18
"await",91.0,1638,18
"val",91.0,1456,16
"carter",91.0,1365,15
"street",91.0,1274,14
"law",91.0,1274,14
"skimp",91.0,1183,13
"sandstone",91.0,1183,13
"loudest",91.0,1183,13
"height",91.0,1183,13
"glass:",91.0,1183,13
"beguiles",91.0,1183,13
"98%",91.0,1183,13
"monument",91.0,1092,12
"herb-laced",91.0,1092,12
"caramel-laced",91.0,1092,12
"bottle-age",91.0,1092,12
"straight-laced",91.0,1001,11
"pope",91.0,1001,11
"oloroso",91.0,1001,11
"faces",91.0,910,10
"curves",91.0,910,10
"appreciation",91.0,910,10
"20th",91.0,910,10
"wiemer",91.0,819,9
"vertically",91.0,819,9
"strip",91.0,819,9
"stand-out",91.0,819,9
"sharpens",91.0,819,9
"ramey",91.0,819,9
"portrait",91.0,819,9
"fraction",91.0,819,9
"devillard",91.0,819,9
"decision",91.0,819,9
"decide",91.0,819,9
"deliciousness",90.994,14923,164
"finesse",90.993,61784,679
"parcels",90.993,13922,153
"promises",90.985,29388,323
"lavish",90.978,20925,230
"huge",90.977,47217,519
"summit",90.976,3730,41
"stacked",90.976,3730,41
"ripped",90.974,3548,39
"bloody",90.974,3548,39
"hillside",90.97,6004,66
"adam",90.969,5913,65
"selections",90.968,5731,63
"russet",90.968,2820,31
"now–2020",90.963,26743,294
"excels",90.962,4821,53
"late-release",90.96,2274,25
"girded",90.96,2274,25
"amplifies",90.96,2274,25
"extended",90.957,18919,208
"silverado",90.957,2092,23
"mclaren",90.955,2001,22
"champagnes",90.952,5639,62
"shapely",90.952,1910,21
"cheval",90.951,9368,103
"rewarding",90.95,10914,120
"whole-cluster",90.95,9095,100
"suave",90.95,5457,60
"skill",90.95,1819,20
"andrew",90.95,1819,20
"bloom",90.947,3456,38
"small-batch",90.947,1728,19
"awaits",90.947,1728,19
"adelsheim",90.947,1728,19
"delights",90.946,3365,37
"olivet",90.944,1637,18
"comprises",90.944,1637,18
"ports",90.943,3183,35
"contained",90.943,3183,35
"unctuously",90.941,3092,34
"mouth-pleasing",90.941,1546,17
"low-production",90.941,1546,17
"brunellos",90.941,1546,17
"beckon",90.941,1546,17
"force",90.938,14550,160
"blossoming",90.938,1455,16
"development",90.933,13640,150
"upland",90.933,2728,30
"mineral-laden",90.933,2728,30
"details",90.932,16095,177
"volnay",90.931,2637,29
"laying",90.929,1273,14
"heather",90.929,1273,14
"botrytis",90.925,30369,334
"zestiness",90.924,14366,158
"ciel",90.924,9547,105
"pauillac",90.923,4728,52
"torres",90.923,1182,13
"spot-on",90.922,4637,51
"les",90.921,10365,114
"celebrating",90.92,2273,25
"chipped",90.919,5637,62
"allure",90.919,3364,37
"planted",90.917,64733,712
"cuvées",90.917,3273,36
"loring",90.914,3182,35
"truly",90.911,14364,158
"detail",90.909,18000,198
"slenderness",90.909,3000,33
"viennese",90.909,1000,11
"sheridan",90.909,1000,11
"okanagan",90.909,1000,11
"farrell",90.909,1000,11
"claude",90.909,1000,11
"arc",90.909,1000,11
"tempting",90.907,13636,150
"expands",90.905,5727,63
"shards",90.905,1909,21
"klipsun",90.903,8454,93
"power",90.9,216523,2382
"weightless",90.9,6363,70
"syncline",90.9,909,10
"mu",90.9,909,10
"mannered",90.9,909,10
"lining",90.9,909,10
"full-throated",90.9,909,10
"differentiated",90.9,909,10
"bon",90.9,909,10
"anselmo",90.9,909,10
"he",90.897,10544,116
"flowing",90.897,2636,29
"simmering",90.895,1727,19
"gingersnap",90.893,2545,28
"vineyards:",90.889,818,9
"trefethen",90.889,818,9
"moreau",90.889,818,9
"mooney",90.889,818,9
"luxury-level",90.889,818,9
"long-time",90.889,818,9
"diminutive",90.889,818,9
"cherry-chocolate",90.889,818,9
"barbieri",90.889,818,9
"brooding",90.885,74526,820
"power-packed",90.885,2363,26
"noteworthy",90.885,2363,26
"complex",90.884,429063,4721
"eight",90.883,21812,240
"annual",90.881,3817,42
"svelte",90.879,5271,58
"grey",90.878,6725,74
"converge",90.877,5180,57
"hover",90.875,4362,48
"unleashing",90.875,2181,24
"her",90.869,8996,99
"da",90.869,5543,61
"shoulders",90.867,1363,15
"shirazes",90.867,1363,15
"rôtie",90.867,1363,15
"judicious",90.865,8087,89
"velvety",90.863,197626,2175
"tenderloin",90.862,2635,29
"cappuccino",90.862,2635,29
"silky-smooth",90.857,3180,35
"siduri",90.857,1908,21
"pristinely",90.857,1908,21
"replanted",90.857,1272,14
"moulin-à-vent",90.857,1272,14
"endurance",90.857,1272,14
"spicing",90.854,3725,41
"stash",90.853,3089,34
"unveiling",90.85,1817,20
"now–2022",90.849,4815,53
"blockbuster",90.848,8358,92
"believe",90.846,3543,39
"revived",90.846,1181,13
"january",90.846,1181,13
"designates",90.844,4088,45
"sister",90.844,2907,32
"spätburgunder",90.842,1726,19
"pisoni",90.842,1726,19
"dedicated",90.842,1726,19
"luxuriously",90.84,6813,75
"types",90.84,2271,25
"classed",90.84,2271,25
"slowly",90.838,57228,630
"hibiscus",90.837,22346,246
"ever",90.836,29885,329
"iris",90.835,26433,291
"explosive",90.833,13625,150
"weaves",90.833,6540,72
"reims",90.833,5995,66
"three-acre",90.833,1635,18
"brilliance",90.833,1635,18
"wintery",90.833,1090,12
"sleekness",90.833,1090,12
"moody",90.833,1090,12
"commanding",90.833,1090,12
"continue",90.832,44417,489
"project",90.831,15078,166
"block",90.829,29792,328
"develop",90.828,175026,1927
"draws",90.826,8356,92
"tiring",90.826,2089,23
"18th",90.826,2089,23
"autolysis",90.825,5177,57
"maison",90.824,1544,17
"fred",90.824,1544,17
"decadently",90.823,5631,62
"supportive",90.822,13260,146
"georges",90.821,2543,28
"classically",90.82,17165,189
"elderberry",90.818,33421,368
"upchurch",90.818,999,11
"stargazer",90.818,999,11
"roguenant",90.818,999,11
"drew",90.818,999,11
"blondes",90.818,999,11
"amplitude",90.818,999,11
"cellaring",90.817,38234,421
"decorate",90.816,4450,49
"pride",90.815,2452,27
"lee",90.812,9172,101
"pinpoint",90.812,4359,48
"gather",90.812,2906,32
"transparency",90.812,1453,16
"tantalizingly",90.812,1453,16
"subsumed",90.812,1453,16
"interweave",90.812,1453,16
"demands",90.811,9626,106
"fruitful",90.81,1907,21
"fudge",90.801,22791,251
"search",90.8,3178,35
"black-raspberry",90.8,1816,20
"ups",90.8,1362,15
"french-oak",90.8,1362,15
"elite",90.8,1362,15
"davis",90.8,1362,15
"blessed",90.8,1362,15
"thoughtful",90.8,908,10
"small-lot",90.8,908,10
"lucky",90.8,908,10
"creation",90.8,908,10
"cranberry-raspberry",90.8,908,10
"brooder",90.8,908,10
"lineup",90.798,14800,163
"designate",90.796,9352,103
"latest",90.789,11167,123
"phinny",90.786,1271,14
"capable",90.784,6718,74
"continuing",90.784,4630,51
"pervaded",90.784,3359,37
"dozen",90.783,2088,23
"brilliantly",90.782,7081,78
"margaret",90.781,2905,32
"saint-emilion",90.78,3722,41
"important",90.779,17702,195
"decadent",90.778,29049,320
"molten",90.778,2451,27
"fine-grain",90.778,1634,18
"emanates",90.778,1634,18
"wine”",90.778,817,9
"taittinger",90.778,817,9
"sure-fire",90.778,817,9
"presage",90.778,817,9
"mccrum",90.778,817,9
"lafond",90.778,817,9
"gypsy",90.778,817,9
"gratification",90.778,817,9
"cedarville",90.778,817,9
"beckons",90.778,817,9
"achingly",90.778,817,9
"district",90.775,10076,111
"oozing",90.775,3631,40
"deftness",90.774,2814,31
"proceedings",90.773,1997,22
"delight",90.772,10348,114
"original",90.772,9168,101
"brunello",90.769,42480,468
"spikes",90.769,1180,13
"snapped",90.769,1180,13
"reins",90.769,1180,13
"guy",90.769,1180,13
"blacks",90.769,1180,13
"2012s",90.769,1180,13
"17th",90.769,1180,13
"wholly",90.767,2723,30
"planting",90.766,5809,64
"inaugural",90.765,8895,98
"dick",90.765,1543,17
"long-lasting",90.764,17699,195
"cardamom",90.763,39754,438
"relax",90.763,3449,38
"warms",90.762,7624,84
"fool",90.762,1906,21
"87%",90.762,1906,21
"silken",90.761,4175,46
"mouthfuls",90.759,2632,29
"ken",90.759,2632,29
"teases",90.758,2995,33
"application",90.758,2995,33
"worthy",90.756,11163,123
"iron",90.755,37482,413
"serious",90.751,88301,973
"mysterious",90.75,3630,40
"tuned",90.75,2178,24
"unveil",90.75,1815,20
"lynch-bages",90.75,1452,16
"loves",90.75,1452,16
"heavy-duty",90.75,1452,16
"artfully",90.75,1452,16
"lagrézette",90.75,1089,12
"glamorous",90.75,1089,12
"cushions",90.75,1089,12
"crafted",90.749,29312,323
"woven",90.748,19783,218
"powerfully",90.747,24774,273
"rita",90.747,7169,79
"expressed",90.746,6443,71
"deceptively",90.746,5717,63
"voluptuously",90.745,4628,51
"fluid",90.742,8439,93
"shining",90.742,5626,62
"priorat",90.742,5626,62
"roman",90.742,2813,31
"evocative",90.739,6261,69
"kola",90.737,1724,19
"complexed",90.737,1724,19
"regarded",90.735,3085,34
"enticing",90.733,67596,745
"conference",90.733,8166,90
"rewarded",90.733,2722,30
"forever",90.733,2722,30
"showcased",90.733,1361,15
"hedonistic",90.731,14154,156
"exude",90.731,2359,26
"drama",90.731,2359,26
"damsons",90.731,2359,26
"intrigues",90.73,3357,37
"delineated",90.73,3357,37
"lilting",90.729,4355,48
"massively",90.727,6986,77
"clonal",90.727,5988,66
"tremendously",90.727,4990,55
"wallula",90.727,1996,22
"teased",90.727,998,11
"suspended",90.727,998,11
"strict",90.727,998,11
"prüm",90.727,998,11
"december",90.727,998,11
"crescendo",90.727,998,11
"benjamin",90.727,998,11
"hips",90.725,3629,40
"confident",90.725,3629,40
"remarkably",90.723,18689,206
"amply",90.723,5897,65
"wente",90.723,4264,47
"intellectual",90.722,1633,18
"ed",90.722,1633,18
"joyful",90.721,3901,43
"uco",90.72,2268,25
"nuanced",90.718,43454,479
"underlines",90.714,2540,28
"web",90.714,1905,21
"potting",90.714,1270,14
"patina",90.714,1270,14
"morra",90.714,1270,14
"kumquats",90.714,1270,14
"completeness",90.714,1270,14
"crown",90.71,2812,31
"six",90.709,68485,755
"tension",90.709,46715,515
"endowed",90.709,7801,86
"unabashed",90.708,2177,24
"sometime",90.706,1542,17
"pat",90.706,1542,17
"coombsville",90.705,3991,44
"collection",90.705,3991,44
"truffle",90.704,55692,614
"seriously",90.704,15329,169
"palate:",90.704,2449,27
"unite",90.702,4263,47
"foursquare",90.702,4263,47
"compote",90.701,32108,354
"penetration",90.7,3628,40
"stylized",90.7,907,10
"rideau",90.7,907,10
"mcguire",90.7,907,10
"luxuriousness",90.7,907,10
"iron-rich",90.7,907,10
"innate",90.7,907,10
"hubert",90.7,907,10
"bergamot",90.699,9342,103
"potential",90.697,138222,1524
"winemaker",90.695,94323,1040
"vast",90.694,6530,72
"ten",90.694,5623,62
"puligny-montrachet",90.692,1179,13
"oliver",90.692,1179,13
"importantly",90.692,1179,13
"fudge-like",90.692,1179,13
"cabernets",90.69,15508,171
"fresh-picked",90.69,2630,29
"enduring",90.688,6983,77
"talent",90.688,1451,16
"fulsome",90.686,3174,35
"arguably",90.685,4897,54
"rot",90.684,1723,19
"laetitia",90.684,1723,19
"guigal",90.684,1723,19
"explosively",90.684,1723,19
"jolts",90.683,3718,41
"vineyard",90.682,464836,5126
"watch",90.682,7980,88
"palate-coating",90.68,8796,97
"terroir",90.679,22579,249
"veteran",90.679,9612,106
"wife",90.679,2539,28
"sultry",90.678,18589,205
"energetic",90.678,16050,177
"statement",90.677,5894,65
"ode",90.677,2811,31
"father",90.677,2811,31
"thoroughly",90.676,19314,213
"carefully",90.676,6710,74
"lilac",90.673,15505,171
"inherent",90.67,8251,91
"dry-farmed",90.67,8251,91
"dundee",90.667,4624,51
"bacchus",90.667,4624,51
"farming",90.667,3264,36
"matt",90.667,2176,24
"william",90.667,1904,21
"seven-acre",90.667,1904,21
"brother",90.667,1904,21
"tensely",90.667,1632,18
"rhône-like",90.667,1632,18
"mcclellan",90.667,1632,18
"introduced",90.667,1632,18
"guarantees",90.667,1632,18
"succession",90.667,1088,12
"obelisco",90.667,1088,12
"nerve",90.667,1088,12
"carmenère-led",90.667,1088,12
"buzz",90.667,1088,12
"templeton",90.667,816,9
"subsoil",90.667,816,9
"struck-match",90.667,816,9
"stevens",90.667,816,9
"oak-aging",90.667,816,9
"norman",90.667,816,9
"m",90.667,816,9
"ferns",90.667,816,9
"facets",90.667,816,9
"continental",90.667,816,9
"claret-like",90.667,816,9
"historic",90.664,21578,238
"grace",90.654,30913,341
"locked",90.654,7071,78
"engaging",90.654,7071,78
"chive",90.654,2357,26
"pulses",90.652,2085,23
"clinging",90.652,2085,23
"beginnings",90.652,2085,23
"theyve",90.651,3898,43
"african",90.651,3898,43
"pedigreed",90.65,1813,20
"originally",90.649,5167,57
"irresistibly",90.649,5167,57
"volcanic",90.648,8249,91
"schist",90.648,4895,54
"promised",90.647,1541,17
"mortared",90.647,1541,17
"fess",90.647,1541,17
"celilo",90.647,1541,17
"famous",90.646,17948,198
"leveled",90.643,5076,56
"inspired",90.643,3807,42
"collaboration",90.643,2538,28
"unwavering",90.643,1269,14
"terrace",90.643,1269,14
"lafite",90.643,1269,14
"gave",90.643,1269,14
"blackness",90.643,1269,14
"clones",90.642,19488,215
"mulberry",90.64,25198,278
"dijon",90.64,9064,100
"extensive",90.64,2266,25
"caps",90.64,2266,25
"blackcurrants",90.636,1994,22
"sirahs",90.636,997,11
"painted",90.636,997,11
"ollallieberry",90.636,997,11
"mumm",90.636,997,11
"meanders",90.636,997,11
"crushed-velvet",90.636,997,11
"aficionados",90.636,997,11
"lovely",90.635,195771,2160
"bay",90.635,42961,474
"fruit-laden",90.633,2719,30
"melt",90.632,3444,38
"remote",90.63,2447,27
"marjoram",90.629,15135,167
"justice",90.625,4350,48
"sea-salt",90.625,2900,32
"invite",90.625,2900,32
"scott",90.625,2175,24
"hall",90.625,2175,24
"lusciously",90.623,14681,162
"complexities",90.622,23471,259
"disappoint",90.62,4531,50
"50-year-old",90.619,1903,21
"mountain",90.618,76210,841
"classy",90.618,25645,283
"seam",90.615,5890,65
"race",90.615,1178,13
"pioneered",90.615,1178,13
"leg",90.615,1178,13
"flavours",90.615,1178,13
"cos",90.615,1178,13
"chassagne-montrachet",90.615,1178,13
"panache",90.611,1631,18
"waves",90.61,48386,534
"balsam",90.61,18122,200
"walks",90.609,2084,23
"velvety-textured",90.609,2084,23
"sweetest",90.609,2084,23
"clarified",90.609,2084,23
"christian",90.609,2084,23
"unwind",90.607,23286,257
"autolytic",90.607,5527,61
"montagne",90.607,5074,56
"wound-up",90.607,2537,28
"picolit",90.607,2537,28
"explosion",90.606,11507,127
"preserving",90.606,6433,71
"peppercorns",90.604,19661,217
"decadence",90.603,6161,68
"soils",90.601,17939,198
"small-production",90.6,10419,115
"mt",90.6,3171,35
"tanginess",90.6,2718,30
"tinto",90.6,2265,25
"parker",90.6,2265,25
"toastier",90.6,1359,15
"striated",90.6,1359,15
"silva",90.6,1359,15
"excellently",90.6,1359,15
"ben",90.6,1359,15
"fruitfulness",90.6,906,10
"fruit-packed",90.6,906,10
"encompasses",90.6,906,10
"destournel",90.6,906,10
"cove",90.6,906,10
"charismatic",90.6,906,10
"17-acre",90.6,906,10
"pommard",90.598,11506,127
"mid-term",90.594,2899,32
"sarsaparilla",90.593,5345,59
"increasing",90.593,2446,27
"feather-light",90.593,2446,27
"last",90.592,53268,588
"tips",90.591,1993,22
"first-rate",90.591,1993,22
"lip-smacking",90.59,24731,273
"subtleties",90.59,3533,39
"handsome",90.59,3533,39
"span",90.588,1540,17
"serra",90.588,1540,17
"hunting",90.588,1540,17
"smallest",90.586,2627,29
"lip",90.585,3714,41
"pomegranates",90.584,11323,125
"once-used",90.583,2174,24
"exhilarating",90.583,2174,24
"smart",90.583,1087,12
"estate-driven",90.583,1087,12
"dominique",90.583,1087,12
"caliber",90.583,1087,12
"famed",90.582,6069,67
"clusters",90.581,2808,31
"anchors",90.581,2808,31
"olallieberry",90.578,9873,109
"surrounds",90.578,5797,64
"jackson",90.577,2355,26
"now–2013",90.576,5978,66
"pervasive",90.576,2989,33
"kevin",90.576,2989,33
"undeniable",90.574,5525,61
"clone",90.573,23096,255
"miles",90.571,5072,56
"melded",90.571,3170,35
"decanted",90.571,3170,35
"worlds",90.571,1268,14
"suits",90.571,1268,14
"resonating",90.571,1268,14
"placed",90.571,1268,14
"palette",90.571,1268,14
"figured",90.571,1268,14
"constant",90.571,1268,14
"aveleda",90.571,1268,14
"deft",90.568,13223,146
"rock-solid",90.567,2717,30
"honor",90.567,2717,30
"intensify",90.566,4800,53
"clearly",90.563,18656,206
"his",90.562,38670,427
"high-end",90.562,8060,89
"1970s",90.562,2898,32
"separately",90.562,1449,16
"measures",90.562,1449,16
"founding",90.562,1449,16
"lilacs",90.561,8875,98
"stately",90.561,3713,41
"lushness",90.56,13584,150
"roasting",90.559,3079,34
"expresses",90.558,10867,120
"winemakers",90.557,9599,106
"paul",90.556,4890,54
"complementary",90.556,4075,45
"purchase",90.556,1630,18
"alta",90.556,1630,18
"watermill",90.556,815,9
"reluctantly",90.556,815,9
"paid",90.556,815,9
"experimentation",90.556,815,9
"elder",90.556,815,9
"convincingly",90.556,815,9
"exploration",90.553,4256,47
"swathed",90.553,3441,38
"landscape",90.552,2626,29
"elaborate",90.551,10685,118
"vividly",90.55,3622,40
"just-picked",90.55,3622,40
"crop",90.55,1811,20
"buffered",90.55,1811,20
"willow",90.548,5614,62
"saffron",90.546,17566,194
"longer",90.545,33230,367
"undoubtedly",90.545,2988,33
"corners",90.545,2988,33
"serein",90.545,1992,22
"valandraud",90.545,996,11
"understatement",90.545,996,11
"precocious",90.545,996,11
"peachiness",90.545,996,11
"palmer",90.545,996,11
"mineral-laced",90.545,996,11
"elk",90.545,996,11
"crafts",90.545,996,11
"blossomed",90.545,996,11
"artisan",90.545,996,11
"grower",90.543,4165,46
"densely",90.542,43460,480
"counterpoint",90.542,10865,120
"captured",90.542,2173,24
"hold",90.54,93981,1038
"releases",90.54,14577,161
"textural",90.538,36849,407
"withstand",90.538,1177,13
"sensory",90.538,1177,13
"pichon",90.538,1177,13
"beg",90.538,1177,13
"absorbed",90.538,1177,13
"succulence",90.537,12313,136
"aloof",90.536,2535,28
"talley",90.533,2716,30
"resonates",90.533,2716,30
"skills",90.533,1358,15
"northernmost",90.533,1358,15
"exposed",90.533,1358,15
"detracting",90.533,1358,15
"boushey",90.532,7152,79
"captures",90.529,15571,172
"among",90.526,36120,399
"sensibility",90.526,3440,38
"managing",90.526,1720,19
"aplomb",90.526,1720,19
"barossa",90.524,7423,82
"uncrushed",90.524,1901,21
"soar",90.524,1901,21
"flamboyantly",90.524,1901,21
"vespolina",90.522,2082,23
"tops",90.522,2082,23
"concentrated",90.52,574443,6346
"adorned",90.52,4526,50
"en",90.52,2263,25
"ages",90.519,17108,189
"elderberries",90.519,4888,54
